order_id,date,customer_id,product_category,product_name,quantity,unit_price,total_revenue,region,customer_segment,discount_pct,is_returned
ORD-00235,2023-12-15,CUST-0002,Electronics,Webcam HD,5.0,96.2,375.66,North,Premium,21.9,0
ORD-00361,2023-12-15,CUST-0078,Home & Garden,LED String Lights,1.0,35.89,35.89,West,Budget,0.0,0
ORD-00174,2023-12-16,CUST-0069,Sports,Foam Roller,2.0,35.25,70.5,Central,Budget,0.0,0
ORD-00340,2023-12-16,CUST-0036,Clothing,Fleece Hoodie,1.0,62.19,62.19,Central,Standard,0.0,0
ORD-00191,2023-12-16,CUST-0012,Clothing,Merino Wool Sweater,4.0,56.06,224.24,West,Premium,0.0,0
ORD-00382,2023-12-16,CUST-0050,Electronics,Phone Stand,3.0,57.94,122.37,South,Premium,29.6,0
ORD-00377,2023-12-16,CUST-0021,Home & Garden,Wall Clock Modern,5.0,40.25,145.1,Central,Standard,27.9,0
ORD-00143,2023-12-16,CUST-0001,Sports,Jump Rope Speed,1.0,34.15,25.48,North,Standard,25.4,0
ORD-00468,2023-12-17,CUST-0005,Electronics,4K Monitor,73.0,113.81,7086.83,Central,Standard,14.7,0
ORD-00463,2023-12-18,CUST-0004,Electronics,SSD External 1TB,3.0,58.48,165.44,South,Budget,5.7,0
ORD-00347,2023-12-18,CUST-0021,Clothing,Compression Socks,1.0,186.55,186.55,South,Budget,0.0,0
ORD-00320,2023-12-19,CUST-0011,Books,Python for Data Analysis,2.0,21.53,43.06,North,Standard,0.0,0
ORD-00170,2023-12-20,CUST-0023,Electronics,Smart Speaker,1.0,150.04,134.29,Central,Budget,10.5,0
ORD-00388,2023-12-20,CUST-0004,Clothing,Baseball Cap,4.0,46.87,149.98,Central,Standard,20.0,0
ORD-00224,2023-12-21,CUST-0137,Home & Garden,Kitchen Scale Digital,2.0,,26.1,East,Standard,0.0,0
ORD-00137,2023-12-21,CUST-0064,Clothing,Canvas Backpack,2.0,21.14,38.26,East,Budget,9.5,0
ORD-00342,2023-12-21,CUST-0091,Sports,Foam Roller,4.0,25.82,82.62,Central,Budget,20.0,0
ORD-00100,2023-12-22,CUST-0053,Electronics,4K Monitor,3.0,125.7,274.53,North,Standard,27.2,0
ORD-00233,2023-12-23,CUST-0003,Electronics,Smart Speaker,4.0,51.36,162.3,South,Premium,21.0,1
ORD-00104,2023-12-24,CUST-0073,Sports,Jump Rope Speed,3.0,9.24,27.72,Central,Premium,0.0,0
ORD-00032,2023-12-24,CUST-0070,Sports,Water Bottle 32oz,4.0,16.28,65.12,South,Standard,0.0,0
ORD-00023,2023-12-24,CUST-0004,Books,Thinking in Systems,1.0,18.38,18.38,East,Budget,0.0,0
ORD-00202,2023-12-25,CUST-0015,Home & Garden,LED String Lights,3.0,27.61,82.83,North,Budget,0.0,0
ORD-00006,2023-12-26,CUST-0092,Clothing,Running Shoes,3.0,61.59,184.77,East,Standard,0.0,0
ORD-00447,2023-12-27,CUST-0071,Books,Thinking in Systems,2.0,13.16,26.32,South,Standard,0.0,0
ORD-00297,2023-12-27,CUST-0001,Electronics,4K Monitor,2.0,107.37,163.2,West,Standard,24.0,0
ORD-00457,2023-12-27,CUST-0086,Electronics,Phone Stand,5.0,140.25,701.25,South,Standard,0.0,0
ORD-00386,2023-12-28,CUST-0020,Electronics,4K Monitor,3.0,98.72,228.34,North,Premium,22.9,0
ORD-00178,2023-12-30,CUST-0034,Clothing,Chino Pants,1.0,16.38,16.38,West,Premium,0.0,0
ORD-00410,2023-12-31,CUST-0012,Sports,Jump Rope Speed,4.0,25.31,78.97,North,Budget,22.0,0
ORD-00405,2023-12-31,CUST-0137,Electronics,USB-C Hub,5.0,127.41,637.05,West,Standard,0.0,0
